seqnames,start,end,width,strand,L,area,beta,stat,pval,qval,index.start,index.end,index.width
scaffold_52,673331,673915,585,*,31,3.81135149332649,0.465379059290528,7.22343031601375,0.00140524901839223,0.00895307025764501,4134756,4134786,31
scaffold_10,1055378,1056126,749,*,16,3.8891444378545,-0.664320554682716,-7.22282727482734,0.00140524901839223,0.00895307025764501,162799,162814,16
scaffold_23,777205,777427,223,*,15,2.64680313695316,-0.663693272123243,-7.22229049165906,0.00140524901839223,0.00895307025764501,2282843,2282857,15
scaffold_232,202195,202362,168,*,11,1.34462633572482,-0.553769890951858,-7.22140866627029,0.00140524901839223,0.00895307025764501,2320914,2320924,11
scaffold_336,52133,52736,604,*,55,5.69414550890077,0.228489268762679,7.22015631684665,0.00140524901839223,0.00895307025764501,3191801,3191855,55
scaffold_741,4090,5864,1775,*,18,4.29578729415567,0.733701068872647,7.21904391443931,0.00140524901839223,0.00895307025764501,4812242,4812259,18
scaffold_53,323939,324310,372,*,18,3.38139622471932,0.456549402627607,7.21338659697735,0.00140524901839223,0.00895307025764501,4156071,4156088,18
scaffold_51,28325,28660,336,*,16,1.94695884436434,0.518437896204741,7.21313537915878,0.00140524901839223,0.00895307025764501,4083144,4083159,16
scaffold_934,6491,6550,60,*,12,3.41583141596669,1.05577773447078,7.21166416013938,0.00140524901839223,0.00895307025764501,5314157,5314168,12
scaffold_285,85450,85670,221,*,16,2.17348009226932,1.00842762074985,7.20951524972645,0.00140524901839223,0.00895307025764501,2759477,2759492,16
scaffold_198,72626,73152,527,*,21,5.97835172661362,1.32971172262466,7.20033510052325,0.00140524901839223,0.00895307025764501,1810558,1810578,21
scaffold_366,34769,35176,408,*,11,1.40461417070608,-0.500529172363404,-7.19983842861721,0.00140524901839223,0.00895307025764501,3357533,3357543,11
scaffold_179,234147,234274,128,*,12,2.61383985203168,-0.523565131767186,-7.19501639651259,0.00140524901839223,0.00895307025764501,1566233,1566244,12
scaffold_91,565470,565987,518,*,14,2.28686725437703,0.67431616223446,7.19467258560159,0.00140524901839223,0.00895307025764501,5279399,5279412,14
scaffold_46,491628,491901,274,*,18,2.22166802500492,0.6824438854298,7.19349765560705,0.00140524901839223,0.00895307025764501,3828068,3828085,18
scaffold_12,1264154,1264325,172,*,12,1.22459148619558,0.63275105376581,7.19138977496784,0.00140524901839223,0.00895307025764501,580361,580372,12
scaffold_104,235614,236215,602,*,15,4.19299396224396,0.856881002155389,7.19048857333715,0.00140524901839223,0.00895307025764501,264109,264123,15
scaffold_44,774062,774623,562,*,20,4.66328205691698,-0.686873758986351,-7.18964449276763,0.00140524901839223,0.00895307025764501,3758448,3758467,20
scaffold_46,764098,764716,619,*,35,6.26591093729368,0.422964895410254,7.18959120773979,0.00140524901839223,0.00895307025764501,3835651,3835685,35
scaffold_40,175695,176081,387,*,27,3.17931015339963,-0.39563959122207,-7.18890422978731,0.00140524901839223,0.00895307025764501,3588253,3588279,27
scaffold_24,190570,190739,170,*,13,1.43366328059651,0.790757809447485,7.18769815947316,0.00140524901839223,0.00895307025764501,2360881,2360893,13
scaffold_134,18506,18907,402,*,7,1.25862133703244,-0.782241313173988,-7.18646424153769,0.00140524901839223,0.00895307025764501,837230,837236,7
scaffold_25,1075740,1076052,313,*,6,0.813983228463842,-1.3496118898232,-7.18273920364764,0.00144657987187435,0.00916524101985888,2481634,2481639,6
scaffold_160,240043,240408,366,*,16,4.63920118043116,0.888713455460796,7.17561589985983,0.00144657987187435,0.00916524101985888,1319299,1319314,16
scaffold_1611,350,423,74,*,7,1.41009998410103,-0.469519018795088,-7.17312457390289,0.00144657987187435,0.00916524101985888,1333859,1333865,7
scaffold_121,207874,208297,424,*,11,2.79599374676555,0.93192516957141,7.17103724771927,0.00144657987187435,0.00916524101985888,615440,615450,11
scaffold_99,434418,435143,726,*,34,6.2835889134275,0.481249088468731,7.1700803231023,0.00144657987187435,0.00916524101985888,5413657,5413690,34
scaffold_482,23084,23388,305,*,13,1.61167179393467,-0.484418607963187,-7.16808196647422,0.00144657987187435,0.00916524101985888,3915546,3915558,13
scaffold_64,403050,403469,420,*,8,1.83041939206012,-1.05285833725741,-7.16726762220728,0.00148791072535648,0.00938370217123989,4511661,4511668,8
scaffold_32,652613,652713,101,*,6,0.612030574482112,-0.674691509103278,-7.16324219340213,0.00148791072535648,0.00938370217123989,3103239,3103244,6
scaffold_196,146449,146853,405,*,29,5.89831207900027,0.543859681919,7.16184573268612,0.00148791072535648,0.00938370217123989,1796058,1796086,29
scaffold_229,70684,71256,573,*,28,3.64915526616883,0.488296448714315,7.16086022218226,0.00148791072535648,0.00938370217123989,2255064,2255091,28
scaffold_192,142065,142542,478,*,25,3.24030764288061,0.893603767139237,7.15938727303497,0.00148791072535648,0.00938370217123989,1764894,1764918,25
scaffold_64,571267,571356,90,*,12,4.49170948596738,0.844800956631655,7.15793858565931,0.0015292415788386,0.00962663196090588,4516565,4516576,12
scaffold_90,531614,531952,339,*,22,3.47415234681796,0.76885173865561,7.15657167254906,0.0015292415788386,0.00962663196090588,5260259,5260280,22
scaffold_106,91936,92854,919,*,27,5.25596147756091,-0.572527906340822,-7.1536611600624,0.00161190328580285,0.0100545770532457,290566,290592,27
scaffold_150,165505,165957,453,*,6,0.872478822272841,-0.527419382136005,-7.15261045385094,0.00161190328580285,0.0100545770532457,1151340,1151345,6
scaffold_1,3960010,3960392,383,*,31,4.58988478750642,0.539115641156208,7.152547392388,0.00161190328580285,0.0100545770532457,118155,118185,31
scaffold_104,428825,429192,368,*,16,2.84611575187329,0.476805965718128,7.15018836516504,0.00161190328580285,0.0100545770532457,269153,269168,16
scaffold_87,372134,372740,607,*,14,2.59111049509086,-0.585060765562175,-7.1480453810615,0.00161190328580285,0.0100545770532457,5135281,5135294,14
scaffold_303,46491,46852,362,*,12,2.74031270953537,-0.690418997697821,-7.14622173668648,0.00161190328580285,0.0100545770532457,2999233,2999244,12
scaffold_229,36298,36760,463,*,15,1.89270180317255,-0.516524121776136,-7.14455013734644,0.00161190328580285,0.0100545770532457,2254292,2254306,15
scaffold_213,6316,6560,245,*,11,1.44823036233761,-0.827243721744599,-7.13965177363298,0.00161190328580285,0.0100545770532457,2108962,2108972,11
scaffold_20,432884,433361,478,*,16,3.91770132620332,0.819794261940023,7.13767020346077,0.00161190328580285,0.0100545770532457,1939198,1939213,16
scaffold_235,31124,31255,132,*,7,0.768097207964149,-0.752854611356526,-7.13573593800863,0.00161190328580285,0.0100545770532457,2331633,2331639,7
scaffold_27,1287394,1287515,122,*,9,1.05229286120747,-0.912719969758509,-7.13256094635572,0.00165323413928498,0.0101642734470043,2659962,2659970,9
scaffold_387,46900,46955,56,*,9,1.44150529235378,-0.645073180572202,-7.13234292913595,0.00165323413928498,0.0101642734470043,3453770,3453778,9
scaffold_103,518338,518965,628,*,43,6.9993752102968,0.493440923642712,7.13051530096717,0.00165323413928498,0.0101642734470043,255564,255606,43
scaffold_86,268692,269314,623,*,13,3.16554608433398,0.700425315899535,7.12786387280582,0.00165323413928498,0.0101642734470043,5113376,5113388,13
scaffold_171,26672,27133,462,*,20,4.57729995634884,-1.02197954186085,-7.12694908293285,0.00165323413928498,0.0101642734470043,1480944,1480963,20
scaffold_53,59751,59910,160,*,14,1.64857552522708,0.455778019796434,7.12610145318266,0.00165323413928498,0.0101642734470043,4148186,4148199,14
scaffold_14,440542,440953,412,*,10,1.62486067453883,-0.695290789995642,-7.12529596151943,0.00165323413928498,0.0101642734470043,931720,931729,10
scaffold_8,1620392,1620910,519,*,29,3.69325754870292,0.466987475888317,7.12249448482388,0.00165323413928498,0.0101642734470043,4970357,4970385,29
scaffold_38,527267,527722,456,*,21,3.91273091446642,0.515466920919558,7.12049313498168,0.00165323413928498,0.0101642734470043,3425781,3425801,21
scaffold_90,465482,465753,272,*,21,2.75086486140382,-0.48493946146597,-7.11797043219777,0.00165323413928498,0.0101642734470043,5258376,5258396,21
scaffold_837,1991,2121,131,*,9,4.50883259091531,1.50350497405813,7.11618820008299,0.00165323413928498,0.0101642734470043,5068225,5068233,9
scaffold_60,616947,617871,925,*,53,6.67157749848548,0.377795240691459,7.10923177013975,0.00165323413928498,0.0101642734470043,4419619,4419671,53
scaffold_8,1325257,1325379,123,*,11,4.15544925779912,1.0136665957448,7.10636340604207,0.00165323413928498,0.0101642734470043,4961337,4961347,11
scaffold_1,664936,665400,465,*,12,2.47060691909004,0.736274981257745,7.10240408758668,0.00165323413928498,0.0101642734470043,19924,19935,12
scaffold_107,447829,448431,603,*,49,5.69102648995874,0.432834913401498,7.10023709434898,0.00165323413928498,0.0101642734470043,315205,315253,49
scaffold_65,670443,671092,650,*,25,4.55891556234192,0.557474730280792,7.09758454097357,0.00165323413928498,0.0101642734470043,4543964,4543988,25
scaffold_146,127049,127591,543,*,21,2.49837839616215,-0.515871981551053,-7.09329521907786,0.0016945649927671,0.0103533234928295,1056935,1056955,21
scaffold_72,504043,504610,568,*,35,5.8412445309485,0.461225277948483,7.08308378466038,0.0016945649927671,0.0103533234928295,4763939,4763973,35
scaffold_20,107254,108241,988,*,61,9.97872593664201,0.435795225847634,7.08229005864642,0.0016945649927671,0.0103533234928295,1930981,1931041,61
scaffold_168,144806,145300,495,*,24,3.21761926575853,0.519024526698799,7.08060153995248,0.0016945649927671,0.0103533234928295,1404194,1404217,24
scaffold_477,26428,26777,350,*,8,0.881567985192861,0.689112614123921,7.07989046497796,0.0016945649927671,0.0103533234928295,3883913,3883920,8
scaffold_1,1367500,1367842,343,*,15,2.444572263272,0.940393481617517,7.07879494038338,0.0016945649927671,0.0103533234928295,41216,41230,15
scaffold_87,588727,589141,415,*,8,3.4647469761774,1.17985615870269,7.07794664762194,0.0016945649927671,0.0103533234928295,5141638,5141645,8
scaffold_467,36582,36749,168,*,5,0.556630127256806,-0.605651003077214,-7.07467592938869,0.00177722669973135,0.0108390255266786,3849727,3849731,5
scaffold_97,241554,242053,500,*,23,9.64040201979797,-0.955043336140919,-7.06907637278347,0.00177722669973135,0.0108390255266786,5373003,5373025,23
scaffold_268,26992,27211,220,*,5,0.601562431499557,-0.69368256583755,-7.06495603798049,0.00181855755321347,0.0110223899840346,2616566,2616570,5
scaffold_61,728844,729232,389,*,20,2.71779236730551,0.362349537432902,7.06336664785841,0.00181855755321347,0.0110223899840346,4449762,4449781,20
scaffold_194,173058,173518,461,*,21,3.23580062258556,0.725214227752564,7.06142352075597,0.00181855755321347,0.0110223899840346,1781220,1781240,21
scaffold_114,355081,355625,545,*,12,2.05206475061067,-0.60289383245466,-7.05908640912707,0.00181855755321347,0.0110223899840346,467170,467181,12
scaffold_15,1063360,1064003,644,*,27,3.08341186279302,0.383352247783057,7.05882119622159,0.00181855755321347,0.0110223899840346,1128614,1128640,27
scaffold_979,692,1149,458,*,13,2.21578530338583,-0.617120447052589,-7.05394029753641,0.00181855755321347,0.0110223899840346,5384003,5384015,13
scaffold_9,1105027,1105514,488,*,30,4.05957933619138,0.519418834859866,7.05091850702201,0.00181855755321347,0.0110223899840346,5213374,5213403,30
scaffold_219,58676,59324,649,*,29,5.66451324723049,-0.566104690864021,-7.0487444279438,0.0018598884066956,0.0111838241417543,2153639,2153667,29
scaffold_38,215889,216363,475,*,47,6.62342988739474,0.515678565105793,7.04777128547298,0.0018598884066956,0.0111838241417543,3416078,3416124,47
scaffold_70,469849,470306,458,*,19,2.87303786574813,0.600793299224037,7.0460619845226,0.0018598884066956,0.0111838241417543,4720029,4720047,19
scaffold_19,1118745,1119378,634,*,41,9.58325847135225,0.687335912673102,7.04598123584321,0.0018598884066956,0.0111838241417543,1729486,1729526,41
scaffold_97,378285,378948,664,*,29,3.6184590905851,0.406648956919957,7.0451489207834,0.0018598884066956,0.0111838241417543,5377177,5377205,29
scaffold_179,51325,52007,683,*,26,3.5252334003714,0.546515886706287,7.04093313729117,0.0018598884066956,0.0111838241417543,1561045,1561070,26
scaffold_149,421815,421965,151,*,9,2.25897369812074,0.913925062934178,7.03875180316761,0.0018598884066956,0.0111838241417543,1101906,1101914,9
scaffold_131,358704,358779,76,*,5,0.681595719996698,0.651712665391907,7.03821231835962,0.0018598884066956,0.0111838241417543,805922,805926,5
scaffold_311,81190,82463,1274,*,37,5.08857896078552,0.472244086318847,7.03665318285571,0.0018598884066956,0.0111838241417543,3061827,3061863,37
scaffold_728,6921,7397,477,*,17,2.93111641810943,0.776381887749555,7.03464464632632,0.00190121926017772,0.0113724460375172,4771296,4771312,17
scaffold_25,411445,411904,460,*,17,3.56266523874232,0.706894718353895,7.03058215159795,0.00190121926017772,0.0113724460375172,2461568,2461584,17
scaffold_3,2521058,2521482,425,*,23,3.09712773202201,0.596807143608178,7.0304549038386,0.00190121926017772,0.0113724460375172,2920616,2920638,23
scaffold_105,498491,499104,614,*,42,7.09219010767835,0.513304272490762,7.02405056478929,0.00190121926017772,0.0113724460375172,286440,286481,42
scaffold_152,326285,326513,229,*,21,2.18351578145042,0.442000624075832,7.02331797809655,0.00190121926017772,0.0113724460375172,1179486,1179506,21
scaffold_39,601561,601944,384,*,19,2.06850336982746,0.487464099372256,7.01773556744666,0.00190121926017772,0.0113724460375172,3472453,3472471,19
scaffold_123,217121,217917,797,*,24,5.08619314517676,0.539049146697254,7.01483125111235,0.00194255011365985,0.0115691528073533,642552,642575,24
scaffold_113,390098,390446,349,*,17,3.9027185846714,0.752717345613777,7.0139069996148,0.00194255011365985,0.0115691528073533,453576,453592,17
scaffold_115,16037,16250,214,*,11,2.55561101414156,0.959917316603799,7.01360158863352,0.00194255011365985,0.0115691528073533,473575,473585,11
scaffold_76,39114,39707,594,*,29,4.55205675277167,0.500697868492754,7.01010171967566,0.00194255011365985,0.0115691528073533,4838303,4838331,29
scaffold_536,12329,13825,1497,*,60,8.64266480213861,-0.403904357336667,-7.009872542431,0.00194255011365985,0.0115691528073533,4174275,4174334,60
scaffold_283,122208,123409,1202,*,17,4.16603245500698,-0.627060347181833,-7.00388843052158,0.00198388096714197,0.011764156488273,2752505,2752521,17
scaffold_11,621357,621542,186,*,16,2.9889393462405,-0.627905881525372,-7.00055423767125,0.00198388096714197,0.011764156488273,363746,363761,16
scaffold_236,159263,159915,653,*,28,3.8637735805182,0.523175785004812,6.99551066914643,0.00198388096714197,0.011764156488273,2340367,2340394,28
scaffold_202,105522,105758,237,*,12,1.71719537790838,-0.759357972981374,-6.99426025319183,0.00198388096714197,0.011764156488273,1989892,1989903,12
scaffold_11,1725286,1725729,444,*,22,2.67977385209857,0.519809244097634,6.99385655240569,0.00198388096714197,0.011764156488273,396822,396843,22
scaffold_236,181381,181978,598,*,50,6.53694265604512,0.511494800171033,6.99224444940514,0.0020252118206241,0.0119163881094969,2341068,2341117,50
scaffold_475,16379,17244,866,*,21,4.17545345677506,0.549877397902685,6.98867096160995,0.0020252118206241,0.0119163881094969,3881577,3881597,21
scaffold_33,283984,284564,581,*,17,2.53399490615491,-0.62833378263314,-6.98798276225701,0.0020252118206241,0.0119163881094969,3152608,3152624,17
scaffold_206,183950,184322,373,*,16,1.94994485291288,0.589429858872064,6.98714282714574,0.0020252118206241,0.0119163881094969,2022754,2022769,16
scaffold_2,535040,535578,539,*,22,4.71106012376649,0.639661504744569,6.98436456326977,0.0020252118206241,0.0119163881094969,1839116,1839137,22
scaffold_282,121431,121529,99,*,5,3.17882073128391,-1.46116644198087,-6.98033022241296,0.0020252118206241,0.0119163881094969,2749980,2749984,5
scaffold_155,80529,80971,443,*,9,1.70638988574148,-1.0435565458414,-6.97932776122148,0.0020252118206241,0.0119163881094969,1208816,1208824,9
scaffold_2,805272,805723,452,*,19,3.54673349678392,0.555405313677722,6.97890577559605,0.0020252118206241,0.0119163881094969,1846019,1846037,19
scaffold_88,145484,146645,1162,*,25,4.96125226343136,0.527283282580276,6.97788732588168,0.0020252118206241,0.0119163881094969,5147471,5147495,25
scaffold_163,299675,300085,411,*,24,2.9041743408632,-0.546568039385023,-6.97468786219626,0.00206654267410622,0.0121179373073232,1353098,1353121,24
scaffold_231,94619,95052,434,*,15,3.12834121625655,0.68860875754206,6.97324217199532,0.00206654267410622,0.0121179373073232,2313068,2313082,15
scaffold_65,686100,686377,278,*,15,3.38746615206904,0.651571611531269,6.97224827714482,0.00206654267410622,0.0121179373073232,4544342,4544356,15
scaffold_163,114358,114811,454,*,15,2.01628051638832,0.506915807338061,6.96454268227067,0.00206654267410622,0.0121179373073232,1347681,1347695,15
scaffold_16,1114202,1114759,558,*,22,3.60458692394928,0.651059177390433,6.96148408187368,0.00210787352758834,0.0123391673422672,1293593,1293614,22
scaffold_111,412188,412558,371,*,20,3.68239475944636,-0.677232580652089,-6.96084186569319,0.00210787352758834,0.0123391673422672,425410,425429,20
scaffold_6,1616747,1617376,630,*,41,4.60744526434856,0.371205203540896,6.95573588891161,0.00214920438107047,0.0125703678957742,4382027,4382067,41
scaffold_4,2192705,2193082,378,*,11,1.16087108280332,-0.47500484181069,-6.95176432186353,0.00219053523455259,0.0126714322816307,3560851,3560861,11
scaffold_23,1078484,1078950,467,*,21,4.77377801356129,-0.747825005364833,-6.94872193165279,0.00219053523455259,0.0126714322816307,2292135,2292155,21
scaffold_959,3957,4418,462,*,33,3.74565996588117,0.299042179059147,6.9446971170653,0.00219053523455259,0.0126714322816307,5348479,5348511,33
scaffold_14,1679287,1679984,698,*,35,6.7290151900828,0.507664698921084,6.94393885855023,0.00219053523455259,0.0126714322816307,969331,969365,35
scaffold_338,10720,11219,500,*,17,2.25266544292464,-0.573011125875469,-6.943357506362,0.00219053523455259,0.0126714322816307,3195491,3195507,17
scaffold_41,334964,335359,396,*,21,4.65049029197234,0.63631244707351,6.94075131378204,0.00219053523455259,0.0126714322816307,3634683,3634703,21
scaffold_175,180565,180765,201,*,12,1.44468015776897,0.670370050455503,6.94040322658754,0.00219053523455259,0.0126714322816307,1525577,1525588,12
scaffold_293,13511,13584,74,*,6,3.42210909108127,1.54223265591492,6.93824201275044,0.00219053523455259,0.0126714322816307,2825640,2825645,6
scaffold_22,106408,106626,219,*,8,2.67876524835491,1.41681577475338,6.93703000415283,0.00219053523455259,0.0126714322816307,2161712,2161719,8
scaffold_16,43839,44311,473,*,29,4.37281447237128,0.4595904621247,6.93660243982118,0.00219053523455259,0.0126714322816307,1264243,1264271,29
scaffold_153,174380,174665,286,*,23,4.21831092429979,0.535750447182597,6.93464310368872,0.00219053523455259,0.0126714322816307,1186865,1186887,23
scaffold_16,1022272,1022770,499,*,18,2.75138058430066,0.770919500990367,6.93436255083361,0.00219053523455259,0.0126714322816307,1290955,1290972,18
scaffold_244,121447,122188,742,*,47,5.97420494069526,0.37408226563581,6.93240343662711,0.00219053523455259,0.0126714322816307,2420411,2420457,47
scaffold_1,3904873,3905282,410,*,17,3.16373624869386,0.587240311940473,6.9291869038672,0.00223186608803472,0.0128346354634339,116617,116633,17
scaffold_55,278762,279346,585,*,21,3.87957488063556,0.617511783330732,6.92692181061695,0.00223186608803472,0.0128346354634339,4215468,4215488,21
scaffold_644,6917,7215,299,*,8,1.11214178665781,-0.400616507716557,-6.92634315168861,0.00223186608803472,0.0128346354634339,4522109,4522116,8
scaffold_63,632046,632686,641,*,21,4.75406080966268,0.745977277387987,6.92491499152626,0.00223186608803472,0.0128346354634339,4494548,4494568,21
scaffold_153,10343,10856,514,*,15,3.70736728164883,-0.986563396253414,-6.92149821136839,0.00223186608803472,0.0128346354634339,1182497,1182511,15
scaffold_273,72064,72649,586,*,26,3.06139739365778,0.579400469971199,6.92028635770532,0.00223186608803472,0.0128346354634339,2676900,2676925,26
scaffold_41,73111,73831,721,*,30,6.39919519943996,0.545578731381267,6.92016721436181,0.00223186608803472,0.0128346354634339,3626868,3626897,30
scaffold_69,206320,206808,489,*,10,1.24356314366119,-0.531089170915615,-6.9179675758705,0.00227319694151684,0.0130503988704517,4628427,4628436,10
scaffold_37,186710,187134,425,*,13,2.80269935254494,-0.738870458963603,-6.91647080372109,0.00227319694151684,0.0130503988704517,3367006,3367018,13
scaffold_41,406708,406796,89,*,6,0.881284326037139,0.661685771368934,6.91287872028799,0.00231452779499897,0.0132543485517959,3635948,3635953,6
scaffold_175,299763,300140,378,*,13,2.62305767264758,0.523129121399839,6.91196455733272,0.00231452779499897,0.0132543485517959,1529328,1529340,13
scaffold_320,87832,88373,542,*,24,4.70086904844773,0.553057291607569,6.90854039761306,0.00231452779499897,0.0132543485517959,3121788,3121811,24
scaffold_3,3184558,3184727,170,*,15,4.30415697312698,0.780026725729562,6.9057158215684,0.00235585864848109,0.0134013919297732,2941875,2941889,15
scaffold_130,287408,287815,408,*,8,1.09122265291926,0.774326635950716,6.90507304826044,0.00235585864848109,0.0134013919297732,790276,790283,8
scaffold_53,57744,58175,432,*,23,3.78450423799095,-0.486588414836264,-6.90477561837166,0.00235585864848109,0.0134013919297732,4148134,4148156,23
scaffold_156,329257,329639,383,*,15,6.2120302283063,1.12378110929796,6.89985736093355,0.00235585864848109,0.0134013919297732,1227263,1227277,15
scaffold_20,451402,452178,777,*,24,3.35505000174865,-0.505249325103608,-6.89945398903177,0.00235585864848109,0.0134013919297732,1939651,1939674,24
scaffold_18,1436930,1437545,616,*,14,3.25475899278029,0.714745054172573,6.89792556614704,0.00235585864848109,0.0134013919297732,1608716,1608729,14
scaffold_175,172995,173341,347,*,15,1.74915064839642,0.469043450843088,6.89789002632344,0.00235585864848109,0.0134013919297732,1525327,1525341,15
scaffold_139,32203,32417,215,*,11,1.267236426998,0.362054530587772,6.89711735913553,0.00235585864848109,0.0134013919297732,905525,905535,11
scaffold_255,161329,162006,678,*,21,2.9009531367997,-0.504944724697065,-6.89378238108343,0.00239718950196322,0.0135241770172538,2519872,2519892,21
scaffold_52,889692,889969,278,*,9,1.75821065711827,0.600905941510048,6.89168201939543,0.00239718950196322,0.0135241770172538,4140150,4140158,9
scaffold_123,457706,458249,544,*,16,4.71278001301437,1.00635916221006,6.89130168696876,0.00239718950196322,0.0135241770172538,649244,649259,16
scaffold_327,133,180,48,*,10,4.06336671055328,1.22332239107905,6.88873418203169,0.00239718950196322,0.0135241770172538,3136053,3136062,10
scaffold_159,225730,226759,1030,*,34,4.58147724474128,0.426982721715613,6.88869726630452,0.00239718950196322,0.0135241770172538,1258352,1258385,34
scaffold_218,122646,122774,129,*,7,0.808260628363768,0.800774685030213,6.8825259140535,0.00239718950196322,0.0135241770172538,2148424,2148430,7
scaffold_131,192669,193180,512,*,23,6.22049234001305,-0.697917919507678,-6.88135847250533,0.00239718950196322,0.0135241770172538,801269,801291,23
scaffold_17,109038,109629,592,*,13,1.80389337571683,0.71663330120976,6.88135385950041,0.00239718950196322,0.0135241770172538,1424362,1424374,13
scaffold_35,476581,477080,500,*,12,2.45748472037497,0.752931925719295,6.88101143606586,0.00239718950196322,0.0135241770172538,3270239,3270250,12
scaffold_19,616897,617071,175,*,7,1.74643222958744,-0.954620885878791,-6.88073765008409,0.00239718950196322,0.0135241770172538,1715387,1715393,7
scaffold_167,56014,56453,440,*,14,2.60928428870816,-0.770867395142486,-6.87465070201975,0.00243852035544534,0.013689693372496,1391632,1391645,14
scaffold_21,59413,59721,309,*,17,2.55909784803319,0.573954792443399,6.87332383051685,0.00243852035544534,0.013689693372496,2047398,2047414,17
scaffold_166,7553,8073,521,*,21,3.95680004988756,0.542102043637397,6.87175432228833,0.00243852035544534,0.013689693372496,1379102,1379122,21
scaffold_431,25458,25500,43,*,5,0.678172189235604,0.669013188200151,6.86466207906359,0.00243852035544534,0.013689693372496,3728266,3728270,5
scaffold_239,147556,147877,322,*,10,3.25293255141274,-0.929447953986313,-6.86199061299854,0.00243852035544534,0.013689693372496,2354923,2354932,10
scaffold_216,208246,208479,234,*,13,1.34242751128384,-0.434925053187644,-6.86111283710126,0.00243852035544534,0.013689693372496,2136707,2136719,13
scaffold_34,708534,708914,381,*,27,3.95983493619103,0.620286258476837,6.85792685968248,0.00247985120892746,0.0137288113752436,3219602,3219628,27
scaffold_179,191872,192299,428,*,19,4.38805061734054,0.608994389845452,6.85693546318912,0.00247985120892746,0.0137288113752436,1565284,1565302,19
scaffold_558,11210,12050,841,*,7,2.20580127082068,1.01433667031976,6.85496240928178,0.00247985120892746,0.0137288113752436,4236883,4236889,7
scaffold_243,103160,103583,424,*,20,4.2261676346338,0.588020013095206,6.8506172772418,0.00247985120892746,0.0137288113752436,2415126,2415145,20
scaffold_30,974297,974792,496,*,18,6.34892744849053,0.922085441338265,6.84870894151802,0.00247985120892746,0.0137288113752436,2976156,2976173,18
scaffold_81,405866,406043,178,*,11,1.24725831479382,0.64540041210053,6.84735753054144,0.00247985120892746,0.0137288113752436,5020395,5020405,11
scaffold_61,354171,354234,64,*,5,0.511114717071563,1.428923683321,6.8449248555208,0.00247985120892746,0.0137288113752436,4439371,4439375,5
scaffold_48,658193,658641,449,*,7,3.33348177574921,-1.12001056731391,-6.84204175327652,0.00247985120892746,0.0137288113752436,3907542,3907548,7
scaffold_1239,2802,3191,390,*,16,2.31725832837283,-0.445655301435126,-6.84176440218696,0.00247985120892746,0.0137288113752436,651223,651238,16
scaffold_198,247556,248088,533,*,8,1.63397676394249,0.775780634351041,6.84005085078237,0.00247985120892746,0.0137288113752436,1815492,1815499,8
scaffold_250,33570,33833,264,*,10,1.96716991001824,0.52693177364255,6.8399840253175,0.00247985120892746,0.0137288113752436,2492921,2492930,10
scaffold_171,158503,159250,748,*,10,1.45067329933045,-0.568977930104346,-6.83770287257842,0.00247985120892746,0.0137288113752436,1484979,1484988,10
scaffold_219,147518,147844,327,*,24,3.70039226862653,-0.597417171639465,-6.83387816361083,0.00252118206240959,0.0137288113752436,2155575,2155598,24
scaffold_161,97122,97723,602,*,23,3.42737496511389,0.561752109425001,6.83129191976854,0.00252118206240959,0.0137288113752436,1325874,1325896,23
scaffold_313,93278,93640,363,*,30,3.87870238615988,0.414176660849355,6.8264031629333,0.00256251291589171,0.0137288113752436,3067566,3067595,30
scaffold_51,576383,576961,579,*,24,4.07618100049269,0.424585434480744,6.82621795166515,0.00256251291589171,0.0137288113752436,4098610,4098633,24
scaffold_6,276109,276246,138,*,8,0.875227374014447,-0.984944909586047,-6.82528309873914,0.00256251291589171,0.0137288113752436,4346714,4346721,8
scaffold_29,685123,685616,494,*,18,3.0233876995849,0.691369829573143,6.82266568972925,0.00256251291589171,0.0137288113752436,2798012,2798029,18
scaffold_293,61873,62200,328,*,31,3.42255966674441,0.435363325197944,6.8225777094003,0.00256251291589171,0.0137288113752436,2826885,2826915,31
scaffold_36,109076,109603,528,*,20,3.45634061840879,0.766067873629066,6.81879442381199,0.00256251291589171,0.0137288113752436,3313850,3313869,20
scaffold_72,20422,20749,328,*,21,5.51656404636219,-1.16432388596005,-6.81820513571588,0.00256251291589171,0.0137288113752436,4752135,4752155,21
scaffold_85,389001,389125,125,*,18,2.00271820516143,0.649432601871738,6.81784524128142,0.00256251291589171,0.0137288113752436,5097302,5097319,18
scaffold_165,237178,237293,116,*,11,1.19674128267332,-0.579050217792231,-6.81748762391026,0.00256251291589171,0.0137288113752436,1374889,1374899,11
scaffold_30,815360,815621,262,*,6,1.57085040863942,-0.841806864191605,-6.81616677715516,0.00256251291589171,0.0137288113752436,2970538,2970543,6
scaffold_186,20289,20491,203,*,9,1.42893495665526,0.885772696150377,6.81610997103784,0.00256251291589171,0.0137288113752436,1666328,1666336,9
scaffold_194,101706,101841,136,*,9,1.25443501401072,-0.623985409102559,-6.81429260759578,0.00256251291589171,0.0137288113752436,1779351,1779359,9
scaffold_11,1376362,1376648,287,*,22,2.57357694135607,0.700635101445523,6.81259242264317,0.00256251291589171,0.0137288113752436,385440,385461,22
scaffold_29,857345,857872,528,*,19,3.96048754350564,-0.84055260219624,-6.80909023317775,0.00256251291589171,0.0137288113752436,2804179,2804197,19
